fueltype;gearbox;price
benzin;manuell;7100.0
benzin;manuell;6800.0
diesel;automatik;1.0
diesel;manuell;3500.0
benzin;manuell;1050.0
benzin;automatik;16499.0
diesel;automatik;5990.0
benzin;manuell;6250.0
benzin;manuell;600.0
benzin;manuell;2250.0
diesel;manuell;3000.0
lpg;manuell;6250.0
benzin;manuell;1999.0
diesel;manuell;18700.0
benzin;manuell;1200.0
benzin;manuell;500.0
benzin;manuell;5250.0
benzin;manuell;3299.0
benzin;manuell;6900.0
benzin;manuell;1500.0
diesel;manuell;2500.0
benzin;automatik;1000.0
diesel;manuell;2700.0
benzin;manuell;5800.0
benzin;manuell;799.0
benzin;manuell;6500.0
benzin;manuell;2500.0
diesel;manuell;2900.0
diesel;automatik;5000.0
benzin;manuell;1700.0
;manuell;3000.0
diesel;manuell;16900.0
benzin;manuell;3400.0
benzin;manuell;2290.0
benzin;manuell;699.0
diesel;manuell;1000.0
diesel;manuell;3800.0
diesel;manuell;3500.0
benzin;manuell;0.0
benzin;manuell;3490.0
benzin;manuell;1850.0
diesel;automatik;7450.0
benzin;manuell;1900.0
benzin;manuell;500.0
benzin;manuell;3800.0
diesel;automatik;1300.0
benzin;automatik;8888.0
benzin;manuell;9700.0
benzin;automatik;1490.0
benzin;manuell;2459.0
benzin;manuell;1250.0
benzin;manuell;750.0
benzin;manuell;1700.0
lpg;automatik;12900.0
benzin;manuell;1000.0
diesel;manuell;700.0
benzin;manuell;150.0
benzin;automatik;15000.0
;;550.0
benzin;manuell;1700.0
diesel;manuell;4950.0
benzin;manuell;6950.0
benzin;manuell;350.0
benzin;manuell;2699.0
benzin;manuell;13800.0
benzin;manuell;3350.0
benzin;manuell;2999.0
benzin;manuell;10900.0
benzin;manuell;3900.0
diesel;automatik;6299.0
diesel;manuell;3750.0
;;0.0
benzin;automatik;12000.0
;manuell;250.0
cng;automatik;300.0
benzin;manuell;15990.0
diesel;;4700.0
;manuell;2290.0
;manuell;550.0
benzin;;1250.0
diesel;automatik;4900.0
benzin;manuell;2260.0
diesel;manuell;2500.0
benzin;manuell;21500.0
benzin;manuell;2990.0
benzin;manuell;4500.0
benzin;manuell;2850.0
benzin;;0.0
benzin;manuell;1600.0
benzin;manuell;5500.0
benzin;manuell;950.0
benzin;manuell;650.0
diesel;automatik;2999.0
benzin;manuell;11750.0
benzin;manuell;1250.0
benzin;manuell;1100.0
benzin;manuell;5555.0
benzin;manuell;1550.0
benzin;manuell;3999.0
benzin;automatik;13000.0
benzin;manuell;2499.0
benzin;manuell;4200.0
benzin;automatik;1399.0
diesel;automatik;5950.0
benzin;manuell;899.0
diesel;manuell;2600.0
benzin;automatik;20000.0
benzin;manuell;5950.0
benzin;manuell;900.0
benzin;automatik;6200.0
benzin;manuell;2000.0
;manuell;4300.0
diesel;automatik;9999.0
benzin;manuell;8750.0
benzin;manuell;1500.0
diesel;manuell;4200.0
benzin;manuell;1300.0
benzin;manuell;5299.0
;manuell;1200.0
benzin;manuell;6500.0
benzin;manuell;8950.0
benzin;manuell;14999.0
diesel;manuell;11000.0
benzin;manuell;17900.0
diesel;manuell;3800.0
diesel;manuell;8950.0
benzin;manuell;5650.0
benzin;manuell;5760.0
diesel;manuell;13333.0
benzin;manuell;175.0
;;150.0
benzin;manuell;1300.0
diesel;manuell;0.0
benzin;manuell;1111.0
diesel;manuell;7999.0
benzin;manuell;1000.0
benzin;manuell;6495.0
benzin;;800.0
benzin;manuell;10990.0
benzin;;4999.0
benzin;manuell;2590.0
benzin;automatik;16999.0
diesel;manuell;1999.0
diesel;automatik;4900.0
diesel;manuell;4099.0
benzin;manuell;60.0
benzin;automatik;2800.0
diesel;manuell;6500.0
lpg;automatik;3000.0
benzin;automatik;4500.0
diesel;manuell;13900.0
diesel;manuell;8900.0
benzin;manuell;3890.0
cng;manuell;1500.0
benzin;automatik;5500.0
benzin;automatik;1290.0
benzin;manuell;975.0
benzin;automatik;690.0
benzin;manuell;850.0
diesel;manuell;1990.0
benzin;manuell;15800.0
benzin;manuell;1650.0
benzin;automatik;2600.0
benzin;manuell;2000.0
;manuell;1550.0
diesel;manuell;699.0
diesel;manuell;19500.0
benzin;manuell;3500.0
;manuell;0.0
diesel;automatik;6000.0
benzin;manuell;17500.0
benzin;manuell;5300.0
diesel;automatik;28900.0
benzin;manuell;4000.0
benzin;automatik;6999.0
diesel;manuell;7450.0
benzin;automatik;990.0
benzin;automatik;3250.0
benzin;automatik;4599.0
benzin;manuell;1350.0
;manuell;1500.0
benzin;manuell;3800.0
benzin;manuell;980.0
benzin;automatik;15000.0
benzin;automatik;1300.0
benzin;automatik;36000.0
andere;manuell;4950.0
benzin;manuell;9300.0
benzin;;1000.0
benzin;manuell;1950.0
diesel;manuell;1999.0
benzin;manuell;700.0
diesel;automatik;12200.0
benzin;manuell;3750.0
benzin;manuell;8990.0
diesel;manuell;1700.0
benzin;manuell;1700.0
diesel;manuell;6999.0
diesel;manuell;3500.0
benzin;manuell;2000.0
diesel;manuell;2300.0
lpg;manuell;5250.0
benzin;manuell;550.0
benzin;manuell;17200.0
andere;manuell;1500.0
benzin;manuell;690.0
benzin;manuell;4200.0
benzin;automatik;13500.0
benzin;manuell;1200.0
diesel;automatik;22900.0
benzin;automatik;2580.0
benzin;automatik;3300.0
benzin;manuell;4600.0
benzin;manuell;1950.0
benzin;manuell;600.0
;automatik;399.0
benzin;manuell;1100.0
diesel;manuell;7600.0
diesel;automatik;3300.0
benzin;manuell;1500.0
benzin;manuell;6800.0
benzin;manuell;7200.0
;manuell;0.0
benzin;manuell;7000.0
diesel;manuell;21999.0
;manuell;500.0
;manuell;150.0
benzin;manuell;3900.0
diesel;manuell;4500.0
diesel;manuell;2399.0
diesel;manuell;2300.0
;manuell;8000.0
benzin;manuell;2500.0
;manuell;300.0
;manuell;1600.0
benzin;manuell;1850.0
benzin;automatik;9500.0
diesel;manuell;13900.0
benzin;automatik;42911.0
benzin;manuell;750.0
benzin;manuell;1999.0
diesel;manuell;16000.0
benzin;manuell;4800.0
benzin;manuell;2999.0
benzin;manuell;400.0
benzin;manuell;12350.0
diesel;manuell;4500.0
benzin;manuell;1500.0
diesel;manuell;500.0
diesel;automatik;16000.0
benzin;manuell;4799.0
benzin;manuell;650.0
benzin;manuell;700.0
benzin;manuell;9999.0
benzin;manuell;250.0
benzin;manuell;1350.0
benzin;manuell;600.0
benzin;manuell;2990.0
diesel;manuell;2800.0
diesel;automatik;26490.0
benzin;manuell;650.0
;;500.0
diesel;manuell;17450.0
benzin;manuell;1799.0
diesel;manuell;8550.0
diesel;automatik;11450.0
diesel;manuell;1270.0
lpg;manuell;3500.0
benzin;manuell;700.0
diesel;manuell;14500.0
benzin;manuell;950.0
diesel;manuell;4200.0
diesel;manuell;4200.0
diesel;manuell;6499.0
diesel;manuell;14000.0
benzin;manuell;4700.0
diesel;manuell;10500.0
benzin;manuell;1700.0
;manuell;8000.0
benzin;manuell;800.0
benzin;manuell;2800.0
benzin;automatik;4190.0
benzin;manuell;4900.0
diesel;automatik;2800.0
;automatik;9150.0
;manuell;599.0
benzin;manuell;650.0
benzin;manuell;9999.0
diesel;;3400.0
benzin;manuell;2350.0
benzin;automatik;17500.0
diesel;manuell;6350.0
diesel;manuell;6500.0
benzin;manuell;1690.0
diesel;manuell;4500.0
benzin;manuell;650.0
benzin;manuell;6690.0
benzin;manuell;4990.0
diesel;automatik;3150.0
diesel;manuell;4700.0
benzin;automatik;5000.0
benzin;manuell;300.0
benzin;automatik;650.0
diesel;manuell;5999.0
diesel;manuell;3200.0
benzin;manuell;7700.0
lpg;automatik;800.0
diesel;manuell;3499.0
benzin;manuell;1200.0
benzin;manuell;650.0
benzin;manuell;600.0
diesel;manuell;3500.0
benzin;manuell;250.0
diesel;manuell;2350.0
diesel;manuell;3200.0
benzin;automatik;3800.0
benzin;manuell;4990.0
diesel;manuell;9980.0
diesel;automatik;1900.0
;;75.0
benzin;manuell;0.0
diesel;automatik;9199.0
;manuell;250.0
benzin;manuell;3249.0
diesel;manuell;9300.0
benzin;manuell;800.0
benzin;manuell;1850.0
diesel;manuell;6500.0
diesel;manuell;2800.0
diesel;manuell;10500.0
benzin;manuell;3499.0
diesel;manuell;1800.0
benzin;manuell;4599.0
;manuell;3333.0
benzin;manuell;2649.0
diesel;manuell;1800.0
diesel;manuell;13900.0
benzin;manuell;6750.0
diesel;automatik;3990.0
benzin;manuell;2950.0
;;250.0
benzin;manuell;1450.0
lpg;manuell;300.0
benzin;manuell;0.0
benzin;manuell;5300.0
benzin;manuell;1700.0
benzin;manuell;1550.0
benzin;manuell;600.0
benzin;manuell;6900.0
diesel;manuell;0.0
benzin;manuell;6000.0
benzin;automatik;2050.0
;manuell;500.0
benzin;manuell;2690.0
diesel;automatik;4250.0
diesel;automatik;20900.0
benzin;manuell;1700.0
benzin;manuell;1000.0
diesel;automatik;6550.0
benzin;automatik;3431.0
benzin;manuell;10000.0
benzin;manuell;6100.0
diesel;manuell;7200.0
benzin;automatik;15000.0
benzin;manuell;2200.0
benzin;;2350.0
diesel;manuell;27499.0
diesel;automatik;14800.0
diesel;automatik;3600.0
;manuell;250.0
benzin;manuell;8290.0
diesel;manuell;2900.0
diesel;manuell;3250.0
benzin;manuell;6499.0
benzin;manuell;3449.0
diesel;manuell;2899.0
benzin;manuell;4299.0
diesel;manuell;1450.0
diesel;manuell;6900.0
benzin;automatik;35900.0
diesel;manuell;5299.0
benzin;manuell;0.0
diesel;automatik;51000.0
benzin;manuell;5950.0
diesel;manuell;3300.0
diesel;manuell;12800.0
benzin;automatik;14999.0
diesel;manuell;4899.0
diesel;manuell;8300.0
;manuell;850.0
benzin;manuell;1800.0
benzin;manuell;1100.0
diesel;manuell;4550.0
benzin;manuell;2699.0
;manuell;3800.0
;manuell;9500.0
benzin;manuell;2500.0
diesel;automatik;23300.0
diesel;manuell;3500.0
;;700.0
benzin;manuell;650.0
diesel;manuell;2499.0
benzin;manuell;5500.0
benzin;manuell;4100.0
benzin;manuell;400.0
benzin;manuell;1300.0
;manuell;0.0
diesel;automatik;12950.0
diesel;automatik;3650.0
diesel;manuell;17999.0
benzin;manuell;500.0
benzin;manuell;7899.0
benzin;automatik;2900.0
benzin;manuell;650.0
benzin;manuell;300.0
diesel;manuell;2400.0
benzin;manuell;21999.0
;manuell;1100.0
benzin;manuell;500.0
benzin;manuell;0.0
benzin;manuell;3290.0
diesel;automatik;32500.0
benzin;manuell;600.0
;;1.0
benzin;automatik;16500.0
benzin;manuell;5900.0
diesel;manuell;4700.0
benzin;automatik;13800.0
;;850.0
diesel;automatik;1000.0
benzin;;12500.0
benzin;manuell;5450.0
benzin;manuell;200.0
diesel;manuell;950.0
benzin;manuell;250.0
benzin;manuell;6999.0
diesel;automatik;19900.0
diesel;manuell;9500.0
benzin;manuell;4350.0
;;600.0
;automatik;999.0
benzin;manuell;2580.0
benzin;manuell;1500.0
benzin;automatik;2150.0
benzin;manuell;399.0
benzin;automatik;4650.0
diesel;automatik;6999.0
benzin;manuell;2800.0
benzin;manuell;899.0
benzin;manuell;100.0
diesel;manuell;10300.0
benzin;manuell;5799.0
benzin;manuell;500.0
;manuell;1399.0
benzin;manuell;4400.0
diesel;manuell;2500.0
benzin;automatik;10900.0
;;0.0
benzin;manuell;990.0
;;1250.0
benzin;automatik;0.0
benzin;manuell;900.0
benzin;manuell;13900.0
benzin;;1790.0
benzin;manuell;1800.0
benzin;manuell;2750.0
benzin;manuell;3500.0
benzin;manuell;600.0
benzin;automatik;2900.0
benzin;manuell;2200.0
benzin;manuell;1650.0
benzin;manuell;5000.0
diesel;manuell;800.0
diesel;automatik;10150.0
benzin;manuell;9999.0
benzin;manuell;1900.0
lpg;manuell;2300.0
diesel;manuell;9500.0
;manuell;650.0
benzin;manuell;1000.0
benzin;manuell;11250.0
benzin;automatik;25750.0
diesel;automatik;13999.0
diesel;manuell;22490.0
;;2500.0
;manuell;550.0
benzin;manuell;940.0
benzin;manuell;1900.0
benzin;automatik;21000.0
benzin;manuell;3500.0
benzin;manuell;3300.0
benzin;automatik;31199.0
benzin;manuell;2100.0
diesel;manuell;9350.0
diesel;manuell;3499.0
diesel;manuell;750.0
diesel;automatik;2222.0
benzin;automatik;24499.0
;automatik;840.0
diesel;manuell;4900.0
benzin;automatik;8000.0
benzin;manuell;500.0
benzin;automatik;34999.0
benzin;manuell;150.0
benzin;manuell;850.0
benzin;manuell;1299.0
diesel;automatik;22900.0
diesel;manuell;2600.0
;;60.0
benzin;manuell;999.0
benzin;manuell;749.0
diesel;manuell;2800.0
benzin;manuell;2700.0
diesel;automatik;3350.0
benzin;manuell;800.0
benzin;manuell;2400.0
benzin;manuell;250.0
benzin;;5555.0
benzin;manuell;4300.0
benzin;manuell;900.0
;automatik;2800.0
benzin;;600.0
benzin;manuell;5000.0
benzin;manuell;1100.0
benzin;;880.0
benzin;manuell;7000.0
benzin;automatik;5950.0
benzin;manuell;5800.0
benzin;manuell;1299.0
diesel;automatik;11800.0
;;250.0
benzin;automatik;799.0
diesel;manuell;3450.0
diesel;automatik;16990.0
diesel;manuell;14250.0
benzin;manuell;650.0
diesel;manuell;1500.0
diesel;manuell;3399.0
benzin;manuell;1500.0
benzin;;1650.0
diesel;manuell;12200.0
diesel;automatik;22000.0
diesel;automatik;9699.0
benzin;manuell;300.0
benzin;automatik;850.0
benzin;manuell;1400.0
benzin;manuell;750.0
benzin;manuell;4999.0
benzin;manuell;2150.0
lpg;manuell;2950.0
diesel;manuell;6500.0
diesel;manuell;15333.0
benzin;automatik;24500.0
diesel;manuell;0.0
benzin;manuell;1700.0
benzin;manuell;2500.0
diesel;manuell;7200.0
diesel;manuell;6499.0
diesel;automatik;32700.0
benzin;automatik;1750.0
benzin;manuell;2750.0
benzin;;4700.0
diesel;automatik;2790.0
diesel;manuell;2000.0
diesel;manuell;5700.0
diesel;manuell;11000.0
benzin;;680.0
benzin;manuell;12000.0
benzin;manuell;119000.0
benzin;manuell;990.0
;manuell;299.0
benzin;manuell;3500.0
diesel;automatik;8999.0
benzin;manuell;1400.0
benzin;automatik;850.0
benzin;automatik;850.0
diesel;automatik;27300.0
benzin;automatik;5600.0
benzin;manuell;350.0
benzin;manuell;1350.0
benzin;manuell;2990.0
benzin;automatik;3500.0
benzin;manuell;999.0
;manuell;800.0
benzin;manuell;0.0
;;750.0
benzin;manuell;4200.0
benzin;;3000.0
diesel;automatik;33915.0
diesel;automatik;24999.0
benzin;;300.0
diesel;manuell;4450.0
diesel;automatik;13990.0
diesel;;2900.0
benzin;manuell;8450.0
benzin;;1750.0
benzin;manuell;5350.0
benzin;manuell;690.0
diesel;automatik;12500.0
diesel;automatik;32800.0
benzin;manuell;990.0
;manuell;2900.0
;;1600.0
diesel;automatik;19990.0
diesel;manuell;6900.0
benzin;manuell;1500.0
benzin;manuell;12000.0
benzin;manuell;5900.0
benzin;manuell;59900.0
benzin;manuell;2400.0
benzin;manuell;200.0
diesel;manuell;12400.0
benzin;manuell;19000.0
benzin;manuell;3490.0
benzin;manuell;500.0
benzin;manuell;3250.0
diesel;automatik;6000.0
;manuell;699.0
diesel;manuell;777.0
diesel;automatik;5900.0
lpg;automatik;2100.0
diesel;manuell;17990.0
benzin;manuell;3500.0
benzin;automatik;62500.0
;manuell;0.0
benzin;manuell;1050.0
diesel;automatik;14800.0
diesel;automatik;7999.0
benzin;manuell;10500.0
benzin;manuell;700.0
benzin;manuell;450.0
diesel;manuell;2799.0
diesel;manuell;3500.0
benzin;manuell;12490.0
benzin;manuell;7999.0
benzin;automatik;1400.0
benzin;manuell;1999.0
benzin;manuell;1799.0
benzin;manuell;6950.0
benzin;manuell;7490.0
;manuell;0.0
diesel;automatik;3900.0
benzin;manuell;600.0
benzin;manuell;300.0
;manuell;6800.0
diesel;manuell;6950.0
benzin;manuell;1000.0
diesel;manuell;699.0
benzin;automatik;14900.0
diesel;manuell;1650.0
benzin;manuell;5500.0
benzin;automatik;3690.0
benzin;manuell;200.0
diesel;automatik;10990.0
diesel;manuell;2500.0
;manuell;1500.0
benzin;manuell;1499.0
diesel;manuell;3500.0
benzin;manuell;5990.0
benzin;manuell;1350.0
benzin;manuell;150.0
benzin;manuell;950.0
diesel;manuell;10000.0
diesel;;2200.0
benzin;manuell;3850.0
benzin;manuell;5850.0
;manuell;5000.0
benzin;manuell;999.0
benzin;manuell;999.0
benzin;manuell;15999.0
benzin;manuell;450.0
benzin;;0.0
benzin;manuell;4200.0
diesel;manuell;2900.0
diesel;manuell;3550.0
benzin;manuell;500.0
benzin;manuell;1500.0
benzin;manuell;4800.0
diesel;manuell;10300.0
diesel;manuell;3950.0
benzin;manuell;700.0
benzin;manuell;3750.0
diesel;automatik;8425.0
benzin;manuell;1950.0
benzin;automatik;800.0
benzin;manuell;750.0
benzin;manuell;4400.0
diesel;manuell;3350.0
benzin;manuell;2300.0
diesel;manuell;5900.0
benzin;manuell;2200.0
benzin;manuell;5400.0
benzin;;400.0
lpg;automatik;9550.0
benzin;manuell;1000.0
benzin;manuell;1790.0
diesel;automatik;8600.0
benzin;manuell;1500.0
benzin;manuell;689.0
diesel;automatik;18499.0
benzin;manuell;3800.0
diesel;manuell;6500.0
diesel;manuell;6990.0
benzin;manuell;7800.0
benzin;automatik;4990.0
;;50.0
benzin;manuell;4500.0
benzin;manuell;4900.0
diesel;manuell;4500.0
;manuell;12450.0
diesel;automatik;22950.0
diesel;automatik;8500.0
benzin;manuell;3250.0
diesel;automatik;0.0
benzin;manuell;13999.0
benzin;manuell;1150.0
diesel;manuell;3800.0
diesel;manuell;8750.0
benzin;manuell;1200.0
benzin;manuell;14250.0
benzin;manuell;4999.0
benzin;automatik;800.0
benzin;manuell;599.0
diesel;manuell;14500.0
benzin;manuell;4900.0
benzin;manuell;800.0
benzin;manuell;2750.0
benzin;manuell;8499.0
benzin;manuell;1259.0
lpg;manuell;7999.0
benzin;manuell;1100.0
diesel;manuell;1150.0
diesel;automatik;21500.0
benzin;manuell;6500.0
diesel;automatik;23500.0
diesel;automatik;3900.0
benzin;manuell;2700.0
benzin;automatik;0.0
benzin;manuell;900.0
benzin;manuell;850.0
benzin;manuell;8000.0
benzin;manuell;5900.0
benzin;manuell;599.0
benzin;manuell;1250.0
benzin;manuell;1350.0
diesel;manuell;8600.0
benzin;manuell;2950.0
benzin;;650.0
diesel;automatik;6699.0
benzin;manuell;1000.0
benzin;manuell;1200.0
benzin;manuell;2500.0
diesel;manuell;3799.0
benzin;manuell;1490.0
benzin;automatik;1999.0
benzin;manuell;1590.0
benzin;manuell;590.0
benzin;manuell;2500.0
benzin;manuell;2800.0
;manuell;990.0
benzin;manuell;150.0
diesel;manuell;1450.0
benzin;manuell;1500.0
benzin;manuell;1790.0
diesel;manuell;1500.0
benzin;manuell;6500.0
diesel;manuell;31500.0
diesel;automatik;12700.0
diesel;automatik;9500.0
benzin;manuell;1650.0
benzin;automatik;16000.0
benzin;manuell;13790.0
benzin;manuell;3999.0
;;30.0
benzin;manuell;450.0
benzin;automatik;48500.0
benzin;manuell;2800.0
benzin;manuell;250.0
diesel;automatik;6500.0
benzin;manuell;2990.0
benzin;manuell;18000.0
benzin;;950.0
diesel;manuell;0.0
diesel;automatik;11700.0
diesel;manuell;0.0
diesel;manuell;1999.0
;manuell;999.0
benzin;manuell;2500.0
benzin;manuell;5700.0
diesel;automatik;29999.0
benzin;manuell;7300.0
;;0.0
benzin;manuell;1799.0
benzin;;455.0
;manuell;450.0
diesel;manuell;1350.0
benzin;manuell;500.0
benzin;manuell;3490.0
benzin;manuell;1200.0
diesel;manuell;4000.0
benzin;manuell;1150.0
benzin;manuell;26940.0
benzin;manuell;470.0
benzin;manuell;400.0
;manuell;1700.0
diesel;automatik;2800.0
diesel;manuell;1900.0
benzin;manuell;15500.0
benzin;manuell;500.0
lpg;manuell;899.0
diesel;manuell;13700.0
diesel;manuell;4000.0
benzin;manuell;3250.0
benzin;automatik;3150.0
benzin;manuell;1000.0
diesel;automatik;8900.0
benzin;automatik;1200.0
diesel;manuell;1450.0
diesel;automatik;6190.0
benzin;manuell;499.0
benzin;manuell;1950.0
diesel;manuell;7300.0
benzin;manuell;2550.0
diesel;manuell;4350.0
diesel;automatik;17150.0
diesel;automatik;12290.0
benzin;manuell;5900.0
benzin;manuell;4999.0
benzin;manuell;4400.0
benzin;manuell;1350.0
benzin;automatik;5500.0
benzin;manuell;3350.0
benzin;manuell;3550.0
benzin;manuell;1000.0
;manuell;29999.0
diesel;automatik;7990.0
diesel;manuell;4799.0
benzin;manuell;12299.0
benzin;manuell;500.0
benzin;automatik;1100.0
benzin;manuell;2599.0
diesel;automatik;15950.0
benzin;manuell;799.0
benzin;automatik;3500.0
diesel;automatik;450.0
benzin;automatik;5499.0
diesel;automatik;9850.0
diesel;manuell;4750.0
diesel;automatik;15500.0
benzin;automatik;17500.0
diesel;automatik;19490.0
diesel;manuell;750.0
benzin;manuell;4350.0
diesel;automatik;17800.0
benzin;manuell;7000.0
benzin;manuell;999.0
benzin;manuell;1850.0
benzin;manuell;2600.0
benzin;manuell;1150.0
benzin;manuell;1350.0
benzin;manuell;350.0
;;300.0
benzin;automatik;7800.0
benzin;manuell;850.0
hybrid;automatik;10900.0
diesel;automatik;5500.0
benzin;manuell;1200.0
benzin;manuell;1900.0
benzin;manuell;3990.0
benzin;manuell;7900.0
;;10.0
benzin;manuell;1399.0
benzin;manuell;4500.0
benzin;manuell;4499.0
benzin;automatik;14800.0
benzin;automatik;9900.0
benzin;manuell;1199.0
;;2600.0
diesel;automatik;10000.0
benzin;manuell;28490.0
benzin;manuell;350.0
diesel;manuell;3500.0
diesel;manuell;9200.0
benzin;manuell;450.0
;automatik;5690.0
benzin;manuell;1500.0
benzin;manuell;1600.0
benzin;manuell;1198.0
benzin;manuell;1900.0
benzin;manuell;1100.0
diesel;automatik;25890.0
benzin;manuell;5990.0
diesel;manuell;5990.0
benzin;manuell;1549.0
benzin;manuell;3300.0
benzin;manuell;800.0
;manuell;0.0
benzin;automatik;0.0
benzin;manuell;649.0
benzin;manuell;10750.0
benzin;automatik;7500.0
diesel;manuell;18500.0
diesel;manuell;9990.0
diesel;manuell;3800.0
diesel;automatik;23590.0
diesel;manuell;6100.0
benzin;automatik;18500.0
;manuell;3500.0
lpg;automatik;2400.0
benzin;manuell;3700.0
;;0.0
benzin;manuell;350.0
benzin;manuell;2900.0
diesel;automatik;13590.0
benzin;manuell;11000.0
diesel;manuell;10390.0
benzin;automatik;4490.0
benzin;manuell;6100.0
benzin;automatik;10800.0
benzin;manuell;5600.0
benzin;manuell;4100.0
diesel;;1350.0
benzin;automatik;17000.0
benzin;manuell;1499.0
diesel;manuell;2450.0
benzin;manuell;12350.0
benzin;manuell;1100.0
benzin;manuell;500.0
;;2500.0
benzin;automatik;34900.0
diesel;manuell;3000.0
benzin;manuell;2000.0
diesel;manuell;12900.0
benzin;manuell;850.0
benzin;automatik;5500.0
diesel;manuell;4500.0
benzin;manuell;5499.0
diesel;automatik;7650.0
benzin;manuell;500.0
;manuell;1750.0
benzin;manuell;2000.0
;;3400.0
;;0.0
diesel;manuell;3600.0
;automatik;1000.0
diesel;manuell;7750.0
benzin;manuell;6600.0
benzin;automatik;39990.0
;manuell;1000.0
diesel;automatik;13700.0
diesel;manuell;3999.0
benzin;manuell;200.0
benzin;;3499.0
benzin;manuell;4390.0
diesel;automatik;11900.0
benzin;manuell;0.0
benzin;manuell;3290.0
diesel;automatik;12300.0
;manuell;1399.0
benzin;manuell;550.0
diesel;automatik;3150.0
diesel;manuell;5500.0
diesel;manuell;3900.0
benzin;manuell;3499.0
diesel;manuell;2000.0
benzin;manuell;550.0
benzin;manuell;580.0
diesel;manuell;12000.0
diesel;manuell;2450.0
;automatik;6000.0
benzin;automatik;4800.0
benzin;manuell;2500.0
benzin;manuell;4500.0
benzin;manuell;580.0
benzin;manuell;5450.0
benzin;manuell;13999.0
;manuell;1050.0
benzin;manuell;10500.0
benzin;manuell;1700.0
diesel;automatik;0.0
diesel;manuell;0.0
benzin;manuell;1800.0
diesel;automatik;990.0
benzin;automatik;3650.0
benzin;manuell;2750.0
benzin;manuell;2990.0
diesel;manuell;5500.0
benzin;manuell;13200.0
benzin;manuell;750.0
benzin;manuell;999.0
lpg;manuell;0.0
diesel;automatik;9900.0
benzin;automatik;10000.0
benzin;automatik;599.0
benzin;manuell;0.0
diesel;manuell;1150.0
diesel;manuell;3200.0
benzin;manuell;600.0
benzin;;4500.0
benzin;manuell;8500.0
benzin;;1850.0
benzin;manuell;9950.0
benzin;automatik;41700.0
benzin;manuell;2650.0
benzin;automatik;6400.0
benzin;manuell;500.0
benzin;automatik;1500.0
benzin;manuell;3900.0
diesel;manuell;3000.0
;manuell;170.0
diesel;manuell;11000.0
diesel;automatik;23850.0
benzin;automatik;1650.0
benzin;manuell;12400.0
;manuell;1000.0
diesel;manuell;4650.0
benzin;automatik;19500.0
benzin;manuell;2940.0
diesel;manuell;2200.0
benzin;manuell;830.0
benzin;manuell;2190.0
diesel;manuell;2900.0
benzin;manuell;1450.0
benzin;manuell;990.0
benzin;manuell;8888.0
benzin;manuell;3600.0
;manuell;290.0
benzin;manuell;200.0
benzin;automatik;20500.0
benzin;manuell;500.0
diesel;manuell;8750.0
diesel;automatik;2990.0
diesel;automatik;37900.0
benzin;manuell;1750.0
benzin;;900.0
benzin;manuell;1190.0
diesel;manuell;8350.0
benzin;manuell;600.0
benzin;manuell;6599.0
;;0.0
benzin;manuell;200.0
benzin;manuell;850.0
benzin;;7000.0
;manuell;250.0
benzin;;3999.0
diesel;manuell;11490.0
benzin;automatik;1850.0
benzin;manuell;9990.0
benzin;manuell;3299.0
;manuell;1500.0
benzin;manuell;999.0
;;400.0
diesel;manuell;800.0
;manuell;1.0
benzin;automatik;14300.0
benzin;manuell;680.0
benzin;manuell;750.0
benzin;manuell;5500.0
benzin;manuell;750.0
;;1100.0
diesel;automatik;8600.0
benzin;manuell;800.0
diesel;manuell;20888.0
;;0.0
benzin;automatik;3150.0
benzin;manuell;7499.0
diesel;manuell;3300.0
benzin;automatik;27800.0
benzin;manuell;1450.0
benzin;manuell;9590.0
diesel;manuell;7900.0
benzin;manuell;2222.0
diesel;automatik;9000.0
diesel;automatik;28250.0
benzin;manuell;2900.0
benzin;manuell;1700.0
benzin;manuell;2500.0
benzin;manuell;600.0
diesel;automatik;3699.0
benzin;manuell;699.0
benzin;manuell;600.0
diesel;automatik;17000.0
benzin;manuell;2200.0
lpg;manuell;650.0
;;680.0
benzin;manuell;6999.0
benzin;manuell;590.0
diesel;manuell;4300.0
benzin;manuell;400.0
benzin;manuell;6850.0
benzin;manuell;4240.0
diesel;automatik;10500.0
benzin;manuell;4200.0
diesel;;5450.0
benzin;manuell;99.0
diesel;manuell;7490.0
benzin;manuell;7249.0
benzin;manuell;1600.0
benzin;automatik;1200.0
benzin;manuell;650.0
benzin;automatik;1150.0
cng;manuell;750.0
benzin;automatik;1000.0
benzin;manuell;600.0
benzin;manuell;500.0
benzin;manuell;11399.0
diesel;automatik;8850.0
benzin;manuell;1950.0
benzin;manuell;3290.0
benzin;manuell;4400.0
diesel;automatik;24990.0
;;0.0
diesel;manuell;7900.0
benzin;manuell;1800.0
benzin;manuell;8490.0
diesel;manuell;10800.0
diesel;automatik;3200.0
benzin;manuell;620.0
benzin;manuell;1800.0
benzin;manuell;2200.0
diesel;manuell;3299.0
diesel;manuell;3000.0
benzin;manuell;9499.0
benzin;automatik;13990.0
benzin;manuell;1350.0
diesel;manuell;2000.0
benzin;manuell;7490.0
benzin;manuell;2500.0
diesel;manuell;7800.0
diesel;manuell;12500.0
benzin;manuell;680.0
benzin;manuell;46750.0
benzin;manuell;1500.0
diesel;automatik;29500.0
