vehicletype;price
kleinwagen;750.0
suv;6900.0
kombi;150.0
andere;0.0
bus;8300.0
limousine;2500.0
kombi;4750.0
kleinwagen;6290.0
kombi;16600.0
cabrio;2800.0
andere;500.0
cabrio;9500.0
limousine;24999.0
kleinwagen;2650.0
limousine;1999.0
kombi;1600.0
kleinwagen;800.0
cabrio;1200.0
limousine;1400.0
bus;3450.0
;650.0
kombi;3599.0
limousine;2700.0
andere;1550.0
;180.0
;200.0
limousine;500.0
kleinwagen;4990.0
kombi;2270.0
kleinwagen;1500.0
limousine;0.0
kleinwagen;1550.0
kleinwagen;250.0
bus;4150.0
limousine;4900.0
kleinwagen;1250.0
limousine;1850.0
cabrio;7300.0
kombi;2200.0
kombi;13290.0
limousine;3199.0
kombi;1850.0
kombi;4750.0
coupe;1499.0
kombi;6999.0
limousine;7999.0
kleinwagen;800.0
limousine;1190.0
coupe;2100.0
limousine;1300.0
kleinwagen;799.0
cabrio;15900.0
suv;24500.0
;2900.0
kleinwagen;2700.0
coupe;990.0
limousine;500.0
limousine;17900.0
kleinwagen;325.0
kombi;6666.0
kleinwagen;750.0
kombi;1190.0
kombi;1900.0
kombi;5500.0
bus;8000.0
kombi;1800.0
cabrio;15800.0
coupe;1800.0
limousine;1000.0
kleinwagen;4290.0
limousine;8700.0
kleinwagen;2800.0
suv;17500.0
limousine;3200.0
kleinwagen;1500.0
kombi;12000.0
bus;1250.0
kleinwagen;500.0
kombi;3650.0
kombi;500.0
kombi;10500.0
limousine;6490.0
cabrio;2600.0
;450.0
limousine;1600.0
bus;6990.0
limousine;3640.0
limousine;4999.0
kleinwagen;1490.0
coupe;3100.0
kleinwagen;1250.0
kleinwagen;2000.0
limousine;1300.0
limousine;7599.0
coupe;949.0
kombi;5999.0
limousine;1800.0
kleinwagen;520.0
kleinwagen;500.0
kleinwagen;1100.0
coupe;18900.0
suv;7800.0
limousine;500.0
limousine;1399.0
limousine;7400.0
limousine;1000.0
limousine;10250.0
kleinwagen;8000.0
;3600.0
bus;9200.0
bus;3800.0
kleinwagen;1300.0
;999.0
kombi;950.0
cabrio;4750.0
kombi;1699.0
bus;5000.0
;2850.0
bus;1750.0
limousine;3900.0
kombi;3000.0
limousine;599.0
kleinwagen;850.0
kleinwagen;3600.0
kombi;850.0
bus;6750.0
;500.0
limousine;3790.0
suv;9150.0
kombi;9500.0
kleinwagen;599.0
cabrio;1600.0
;300.0
limousine;1949.0
kleinwagen;3200.0
kombi;2800.0
kleinwagen;1750.0
limousine;15000.0
coupe;7800.0
kombi;550.0
limousine;700.0
bus;5950.0
coupe;5599.0
limousine;12700.0
kombi;9900.0
;0.0
suv;29900.0
kombi;990.0
kombi;13450.0
kleinwagen;3200.0
kleinwagen;1500.0
kombi;0.0
cabrio;8900.0
limousine;3900.0
kombi;950.0
kleinwagen;2500.0
kombi;3900.0
kleinwagen;1850.0
suv;20900.0
limousine;6750.0
cabrio;8900.0
kombi;5990.0
kombi;4950.0
kleinwagen;1800.0
kombi;7500.0
kleinwagen;2500.0
suv;14000.0
kombi;2499.0
suv;12900.0
suv;15499.0
kombi;500.0
kombi;1950.0
kleinwagen;4200.0
kleinwagen;7990.0
kleinwagen;450.0
kleinwagen;700.0
kleinwagen;6500.0
cabrio;13000.0
kleinwagen;4500.0
kombi;1150.0
suv;28900.0
kleinwagen;350.0
;1250.0
kombi;1500.0
coupe;9499.0
kombi;5200.0
limousine;2400.0
kombi;2300.0
suv;2699.0
kombi;1650.0
bus;15900.0
kleinwagen;2400.0
limousine;6590.0
coupe;14000.0
kleinwagen;9050.0
bus;0.0
limousine;3000.0
limousine;4500.0
bus;21000.0
suv;12000.0
kombi;7850.0
kleinwagen;2300.0
cabrio;11500.0
limousine;9000.0
kleinwagen;1100.0
limousine;6350.0
;1000.0
cabrio;12499.0
kleinwagen;700.0
kleinwagen;400.0
suv;2900.0
kleinwagen;300.0
;550.0
limousine;399.0
;2700.0
;730.0
kleinwagen;90.0
kombi;11490.0
kombi;8500.0
coupe;9200.0
kleinwagen;5299.0
cabrio;4200.0
bus;1299.0
cabrio;0.0
limousine;3200.0
coupe;41500.0
bus;19500.0
limousine;860.0
limousine;12499.0
limousine;12950.0
limousine;7800.0
kleinwagen;4500.0
;999.0
limousine;6750.0
kleinwagen;1450.0
cabrio;1.0
andere;350.0
suv;450.0
coupe;19600.0
limousine;21500.0
kleinwagen;3700.0
coupe;19550.0
limousine;5900.0
;25900.0
kombi;1299.0
kleinwagen;5200.0
kleinwagen;1800.0
kombi;500.0
limousine;4999.0
kombi;450.0
andere;3990.0
cabrio;2499.0
suv;23000.0
limousine;799.0
limousine;8300.0
kleinwagen;7600.0
suv;27650.0
limousine;1500.0
bus;8555.0
kleinwagen;800.0
kleinwagen;900.0
limousine;5200.0
kombi;1500.0
kleinwagen;4200.0
limousine;3600.0
limousine;7600.0
;500.0
bus;7900.0
kleinwagen;999.0
cabrio;4200.0
kleinwagen;800.0
kleinwagen;5999.0
kombi;500.0
kleinwagen;990.0
limousine;5990.0
kleinwagen;6799.0
suv;21999.0
cabrio;25500.0
limousine;1850.0
limousine;10599.0
kombi;8500.0
limousine;13500.0
;125.0
limousine;3000.0
kombi;26900.0
bus;3500.0
kombi;5990.0
;2000.0
bus;8750.0
kombi;1000.0
kleinwagen;200.0
kleinwagen;2600.0
kleinwagen;1190.0
limousine;1080.0
bus;9999.0
limousine;10000.0
cabrio;15999.0
suv;6990.0
bus;3890.0
kombi;999.0
kombi;1000.0
;0.0
limousine;12500.0
kombi;22300.0
kleinwagen;3800.0
kombi;3900.0
cabrio;400.0
;0.0
kleinwagen;1900.0
suv;7850.0
limousine;650.0
limousine;2500.0
kleinwagen;12000.0
kombi;2249.0
kleinwagen;100.0
cabrio;2222.0
limousine;7000.0
;500.0
kleinwagen;150.0
kombi;3800.0
;20.0
limousine;4500.0
cabrio;2750.0
suv;18500.0
limousine;4000.0
limousine;11999.0
cabrio;6750.0
kleinwagen;150.0
kleinwagen;999.0
limousine;650.0
kombi;15600.0
kombi;4499.0
limousine;11999.0
kombi;3550.0
;450.0
andere;6690.0
coupe;1.0
limousine;800.0
cabrio;54500.0
;1600.0
kleinwagen;180.0
suv;10800.0
bus;15150.0
kombi;3500.0
limousine;4250.0
cabrio;14900.0
limousine;950.0
kleinwagen;1000.0
;650.0
kleinwagen;850.0
;1500.0
kombi;4099.0
kombi;966.0
bus;10950.0
bus;3000.0
kleinwagen;400.0
kleinwagen;850.0
kleinwagen;1500.0
bus;999.0
limousine;9500.0
limousine;1200.0
kombi;1450.0
limousine;1999.0
coupe;3100.0
limousine;3955.0
bus;19650.0
kleinwagen;9890.0
limousine;250.0
;850.0
kleinwagen;3000.0
kleinwagen;0.0
kombi;3950.0
kleinwagen;5900.0
cabrio;3000.0
limousine;1299.0
coupe;18000.0
kleinwagen;600.0
kombi;3650.0
limousine;2750.0
kleinwagen;1400.0
kleinwagen;1450.0
bus;3500.0
limousine;9800.0
limousine;19900.0
;8400.0
limousine;7790.0
kleinwagen;990.0
kombi;2990.0
kleinwagen;1000.0
bus;11500.0
limousine;14950.0
limousine;5300.0
kombi;1500.0
kleinwagen;1899.0
kleinwagen;5500.0
coupe;14000.0
;850.0
kleinwagen;1199.0
suv;41900.0
bus;5399.0
bus;8490.0
limousine;6500.0
cabrio;25900.0
limousine;1.0
;2600.0
;1000.0
coupe;0.0
kombi;1099.0
kleinwagen;3799.0
limousine;249.0
suv;12900.0
andere;250.0
kombi;3899.0
limousine;2500.0
limousine;900.0
cabrio;3900.0
kleinwagen;1999.0
;1599.0
coupe;222.0
kleinwagen;1300.0
kleinwagen;5200.0
kleinwagen;3650.0
limousine;1549.0
kleinwagen;5850.0
limousine;2000.0
bus;7000.0
kombi;2190.0
kleinwagen;3500.0
limousine;6400.0
kombi;1000.0
bus;3999.0
limousine;4300.0
kombi;2398.0
kombi;2671.0
kleinwagen;900.0
bus;4555.0
;0.0
cabrio;10400.0
kleinwagen;6500.0
kombi;150.0
;1000.0
kombi;6950.0
coupe;7600.0
kleinwagen;5450.0
kleinwagen;0.0
coupe;2150.0
;1200.0
kleinwagen;2800.0
;1000.0
;0.0
;1299.0
kleinwagen;2666.0
suv;24000.0
kombi;4600.0
limousine;500.0
kleinwagen;3850.0
suv;21800.0
limousine;6250.0
limousine;7700.0
cabrio;14900.0
limousine;2300.0
;2500.0
;1500.0
limousine;17500.0
cabrio;2222.0
suv;21700.0
kombi;0.0
coupe;2199.0
kleinwagen;1200.0
limousine;3790.0
cabrio;5000.0
kleinwagen;1200.0
kombi;20000.0
limousine;850.0
kombi;18500.0
kombi;6290.0
kombi;8000.0
kombi;4800.0
kleinwagen;1150.0
coupe;4300.0
limousine;27900.0
limousine;1900.0
suv;15200.0
kombi;999.0
kleinwagen;550.0
limousine;7999.0
kombi;5750.0
kombi;699.0
limousine;3550.0
;7499.0
limousine;2999.0
kleinwagen;300.0
limousine;6250.0
;1500.0
limousine;999.0
kombi;3999.0
kleinwagen;1600.0
kombi;300.0
kleinwagen;999.0
limousine;2750.0
;700.0
kombi;4750.0
kombi;8450.0
kleinwagen;2480.0
kleinwagen;4199.0
kleinwagen;1100.0
kleinwagen;1900.0
cabrio;6750.0
limousine;13200.0
kombi;1750.0
kleinwagen;0.0
cabrio;10780.0
;150.0
kleinwagen;450.0
;450.0
kombi;3500.0
limousine;1350.0
limousine;6500.0
limousine;500.0
kleinwagen;4390.0
bus;6900.0
kombi;16800.0
kombi;13300.0
kleinwagen;140.0
limousine;14000.0
kombi;1350.0
limousine;3450.0
limousine;4600.0
;1500.0
kleinwagen;290.0
kombi;650.0
kleinwagen;800.0
suv;8500.0
kombi;7100.0
cabrio;1200.0
coupe;350.0
kleinwagen;500.0
limousine;5599.0
suv;4800.0
andere;1600.0
bus;4700.0
cabrio;19500.0
kombi;2490.0
kombi;3300.0
kleinwagen;3899.0
kombi;15490.0
limousine;8500.0
cabrio;1540.0
kleinwagen;12000.0
kombi;1999.0
cabrio;3200.0
kleinwagen;500.0
bus;4100.0
limousine;6500.0
kleinwagen;0.0
kombi;200.0
kleinwagen;650.0
limousine;300.0
limousine;23000.0
limousine;2950.0
kombi;1850.0
;9999.0
limousine;1300.0
kleinwagen;890.0
suv;25990.0
suv;12999.0
coupe;18500.0
;800.0
kombi;2700.0
;0.0
bus;550.0
kombi;625.0
coupe;17500.0
kombi;2499.0
limousine;13600.0
limousine;2650.0
limousine;3500.0
kleinwagen;1190.0
kleinwagen;1900.0
kombi;1199.0
kleinwagen;650.0
kombi;3000.0
limousine;1000.0
bus;1899.0
bus;9900.0
bus;3500.0
bus;5000.0
kleinwagen;5400.0
coupe;21900.0
limousine;2000.0
coupe;15000.0
kombi;499.0
kleinwagen;2000.0
kleinwagen;1850.0
limousine;8500.0
kombi;5800.0
kombi;1600.0
coupe;450.0
suv;17350.0
;6000.0
bus;26500.0
kombi;2599.0
;1200.0
limousine;4350.0
limousine;550.0
bus;4000.0
kleinwagen;2450.0
;6000.0
kleinwagen;5000.0
;3400.0
kombi;17500.0
kleinwagen;0.0
limousine;17500.0
kleinwagen;5200.0
limousine;5950.0
kombi;8494.0
limousine;1700.0
cabrio;45000.0
kombi;9000.0
limousine;8300.0
limousine;13500.0
limousine;2550.0
limousine;1500.0
kleinwagen;1399.0
kleinwagen;200.0
cabrio;17500.0
coupe;2222.0
kombi;2990.0
limousine;850.0
limousine;4000.0
kleinwagen;850.0
kombi;3400.0
kombi;2600.0
kleinwagen;1200.0
bus;4500.0
suv;11990.0
kleinwagen;4250.0
limousine;15900.0
kombi;21500.0
limousine;2700.0
limousine;250.0
bus;18000.0
limousine;1500.0
limousine;550.0
limousine;5200.0
bus;2999.0
kleinwagen;500.0
kleinwagen;1699.0
kombi;6799.0
kleinwagen;1490.0
kombi;350.0
kleinwagen;2200.0
kombi;3850.0
kleinwagen;15800.0
limousine;6500.0
kleinwagen;450.0
bus;13000.0
bus;6500.0
coupe;4500.0
;8750.0
coupe;899.0
kleinwagen;1200.0
limousine;1700.0
limousine;1999.0
kombi;3900.0
bus;27300.0
kombi;4500.0
limousine;28500.0
bus;4900.0
;5450.0
kleinwagen;9990.0
suv;5200.0
kombi;900.0
limousine;2300.0
limousine;19900.0
suv;3899.0
kleinwagen;9500.0
kleinwagen;649.0
kombi;7999.0
bus;5700.0
;2500.0
kleinwagen;5300.0
kleinwagen;1500.0
kleinwagen;2750.0
limousine;550.0
kleinwagen;21210.0
kombi;2000.0
kombi;6000.0
kleinwagen;2180.0
kombi;1200.0
limousine;2199.0
kleinwagen;7400.0
kombi;6500.0
cabrio;8900.0
suv;1990.0
cabrio;0.0
;2499.0
kombi;1500.0
limousine;1500.0
kombi;3450.0
bus;2700.0
bus;25200.0
coupe;2499.0
limousine;2300.0
kombi;2000.0
;250.0
kleinwagen;999.0
coupe;300.0
kleinwagen;599.0
kombi;6200.0
kleinwagen;1250.0
limousine;18299.0
kombi;1500.0
limousine;7000.0
andere;3650.0
kleinwagen;400.0
kombi;6499.0
kleinwagen;1450.0
kombi;6250.0
kombi;2000.0
bus;8599.0
kleinwagen;1300.0
;800.0
kleinwagen;999.0
kombi;7750.0
;0.0
limousine;3600.0
kleinwagen;1450.0
kombi;1700.0
kleinwagen;2450.0
cabrio;2500.0
kombi;2100.0
kombi;16375.0
cabrio;14000.0
suv;12000.0
cabrio;15000.0
cabrio;31900.0
limousine;1800.0
kleinwagen;3950.0
limousine;5.0
coupe;500.0
suv;12300.0
suv;11900.0
cabrio;1800.0
;3200.0
kombi;2799.0
limousine;1500.0
limousine;1400.0
kleinwagen;16200.0
kleinwagen;350.0
kleinwagen;650.0
bus;1200.0
kombi;7000.0
cabrio;29999.0
kombi;3100.0
kleinwagen;4995.0
limousine;5800.0
limousine;4990.0
limousine;1100.0
kleinwagen;1890.0
;950.0
;2200.0
;2999.0
kleinwagen;1933.0
limousine;13900.0
;17999.0
cabrio;4600.0
kleinwagen;1799.0
kleinwagen;2599.0
limousine;25450.0
suv;17900.0
;500.0
cabrio;700.0
andere;3000.0
kleinwagen;999.0
suv;7500.0
suv;22000.0
limousine;899.0
limousine;2000.0
kleinwagen;1100.0
kombi;2700.0
coupe;29999.0
;5900.0
kombi;10650.0
limousine;9800.0
kombi;4900.0
kleinwagen;2900.0
limousine;15000.0
kleinwagen;5700.0
kombi;599.0
limousine;1150.0
kombi;1900.0
kombi;999.0
kleinwagen;990.0
limousine;2750.0
kleinwagen;1480.0
kombi;8450.0
limousine;200.0
limousine;6900.0
coupe;2900.0
suv;28699.0
limousine;4700.0
kleinwagen;1440.0
cabrio;1999.0
kombi;2950.0
cabrio;1700.0
kombi;4700.0
limousine;950.0
coupe;4700.0
limousine;10800.0
kleinwagen;900.0
kleinwagen;1150.0
kombi;10490.0
bus;3550.0
kleinwagen;2600.0
limousine;7900.0
limousine;3800.0
bus;3000.0
kombi;0.0
cabrio;12300.0
kombi;6850.0
coupe;2900.0
limousine;2000.0
coupe;250.0
limousine;500.0
coupe;2400.0
kombi;5490.0
limousine;13000.0
cabrio;9900.0
kombi;22900.0
kombi;3099.0
kleinwagen;2900.0
limousine;19500.0
cabrio;8000.0
;3599.0
bus;5500.0
kleinwagen;9500.0
kleinwagen;5500.0
suv;7400.0
kombi;800.0
limousine;12465.0
bus;13900.0
limousine;7500.0
kleinwagen;455.0
kombi;6390.0
limousine;1199.0
limousine;1200.0
bus;8999.0
kleinwagen;7880.0
limousine;1100.0
kleinwagen;1250.0
kleinwagen;7500.0
kleinwagen;1000.0
bus;4500.0
kleinwagen;2699.0
limousine;11250.0
kleinwagen;750.0
kombi;5800.0
kleinwagen;1750.0
;12500.0
kleinwagen;1700.0
coupe;6800.0
kleinwagen;1990.0
coupe;2999.0
limousine;13200.0
kombi;3200.0
limousine;4850.0
bus;600.0
limousine;3999.0
limousine;1999.0
limousine;1750.0
limousine;1350.0
suv;13900.0
cabrio;1599.0
kombi;200.0
limousine;900.0
limousine;1700.0
suv;7900.0
bus;11500.0
kleinwagen;500.0
andere;700.0
limousine;3499.0
kleinwagen;400.0
limousine;2800.0
kombi;1999.0
limousine;1699.0
limousine;1500.0
limousine;6900.0
limousine;6999.0
kombi;600.0
limousine;3400.0
cabrio;3990.0
limousine;3000.0
kombi;590.0
;500.0
limousine;500.0
limousine;3499.0
cabrio;12450.0
kombi;8000.0
kleinwagen;13999.0
kleinwagen;1400.0
limousine;550.0
cabrio;21500.0
coupe;2900.0
kleinwagen;1600.0
cabrio;7999.0
limousine;12499.0
coupe;2000.0
limousine;11500.0
kleinwagen;2400.0
kleinwagen;2999.0
kleinwagen;150.0
kombi;10450.0
coupe;1650.0
bus;2999.0
kleinwagen;4250.0
limousine;21300.0
limousine;10990.0
;350.0
kombi;2390.0
kleinwagen;2090.0
;1800.0
limousine;9299.0
cabrio;7490.0
limousine;2100.0
limousine;989.0
kombi;27500.0
andere;1000.0
limousine;13450.0
kleinwagen;1350.0
kleinwagen;4150.0
limousine;1850.0
cabrio;1200.0
bus;2999.0
kleinwagen;1.0
kleinwagen;899.0
kombi;8900.0
kleinwagen;1200.0
bus;13850.0
limousine;12900.0
kombi;2900.0
kombi;1650.0
kombi;700.0
kombi;650.0
bus;1500.0
kleinwagen;3700.0
kombi;3250.0
limousine;19900.0
;500.0
kleinwagen;1250.0
kombi;10950.0
kombi;16499.0
limousine;3000.0
limousine;850.0
coupe;700.0
bus;3200.0
limousine;7850.0
kombi;2350.0
bus;2380.0
kleinwagen;150.0
limousine;4900.0
bus;16900.0
cabrio;5650.0
kleinwagen;449.0
kleinwagen;260.0
limousine;2900.0
bus;22490.0
cabrio;1299.0
limousine;3222.0
;150.0
cabrio;4400.0
kombi;8700.0
kleinwagen;1050.0
limousine;1200.0
kleinwagen;7680.0
kombi;15700.0
limousine;60000.0
;800.0
coupe;27500.0
limousine;18950.0
;250.0
kombi;3699.0
cabrio;900.0
kombi;7990.0
bus;3900.0
limousine;550.0
;5600.0
kombi;4500.0
suv;10499.0
cabrio;15750.0
kombi;6850.0
kombi;23900.0
kleinwagen;350.0
kombi;9950.0
kleinwagen;650.0
kleinwagen;5050.0
limousine;8000.0
limousine;3000.0
limousine;800.0
kleinwagen;1050.0
limousine;7600.0
kombi;699.0
kleinwagen;10250.0
limousine;3700.0
bus;2350.0
suv;4499.0
cabrio;8500.0
kombi;600.0
kleinwagen;1650.0
kleinwagen;999.0
kleinwagen;3290.0
limousine;3900.0
kleinwagen;770.0
andere;2100.0
kombi;9500.0
limousine;2100.0
limousine;0.0
kleinwagen;5650.0
coupe;10500.0
limousine;1000.0
kleinwagen;500.0
;1200.0
;5600.0
kombi;1.0
limousine;9500.0
limousine;5100.0
bus;17500.0
kleinwagen;3900.0
limousine;6500.0
kleinwagen;235.0
bus;1999.0
bus;4800.0
kombi;9750.0
cabrio;13000.0
limousine;29500.0
kombi;300.0
kombi;9200.0
;189.0
kleinwagen;980.0
kleinwagen;2800.0
;2200.0
kleinwagen;800.0
cabrio;45000.0
kombi;3100.0
;750.0
bus;3900.0
limousine;1900.0
limousine;1690.0
kombi;27500.0
kombi;666.0
kombi;2490.0
bus;1000.0
kleinwagen;3999.0
;100.0
kleinwagen;650.0
cabrio;8650.0
limousine;2500.0
kleinwagen;11999.0
kleinwagen;4290.0
;1200.0
;700.0
kleinwagen;11800.0
limousine;3450.0
kleinwagen;699.0
kleinwagen;850.0
limousine;4500.0
coupe;950.0
kombi;6950.0
kombi;1299.0
limousine;13950.0
kleinwagen;400.0
limousine;3600.0
cabrio;600.0
limousine;1200.0
bus;4000.0
coupe;1650.0
kombi;13500.0
;2200.0
;1500.0
coupe;1600.0
kleinwagen;2999.0
kombi;6700.0
kombi;3799.0
kleinwagen;2850.0
bus;13500.0
kleinwagen;4100.0
limousine;4700.0
limousine;2100.0
;1799.0
limousine;1299.0
kombi;1500.0
limousine;2990.0
kombi;0.0
limousine;6150.0
kombi;4799.0
kombi;4600.0
kombi;1950.0
suv;10000.0
kleinwagen;2500.0
limousine;1500.0
kleinwagen;449.0
bus;2450.0
limousine;1200.0
cabrio;2850.0
cabrio;3750.0
limousine;550.0
kombi;400.0
coupe;25000.0
kombi;10800.0
bus;1950.0
kleinwagen;775.0
kombi;12690.0
suv;4900.0
kombi;8999.0
limousine;7999.0
;450.0
;1999.0
andere;3499.0
limousine;1900.0
kombi;2700.0
kombi;26900.0
cabrio;2990.0
cabrio;29891.0
limousine;15950.0
coupe;13500.0
kleinwagen;2540.0
suv;24999.0
kleinwagen;6250.0
kleinwagen;6667.0
kombi;1600.0
limousine;2800.0
suv;16900.0
cabrio;3300.0
limousine;1800.0
;1490.0
cabrio;120000.0
kleinwagen;500.0
bus;3000.0
;900.0
limousine;600.0
limousine;12000.0
limousine;0.0
limousine;1599.0
kleinwagen;1200.0
limousine;499.0
kleinwagen;950.0
kombi;5999.0
kombi;1299.0
kleinwagen;4700.0
;0.0
kombi;7500.0
limousine;5300.0
;2990.0
limousine;12900.0
kombi;1800.0
andere;7200.0
kombi;1750.0
kleinwagen;7700.0
coupe;19999.0
kleinwagen;1990.0
kombi;3550.0
limousine;7500.0
kleinwagen;1299.0
kleinwagen;4999.0
andere;5550.0
bus;3298.0
kombi;9200.0
suv;17450.0
limousine;1800.0
bus;1600.0
limousine;3200.0
kleinwagen;400.0
limousine;1400.0
;0.0
kombi;3600.0
kleinwagen;500.0
kombi;890.0
;2900.0
limousine;2800.0
kleinwagen;725.0
;998.0
kleinwagen;950.0
kleinwagen;649.0
limousine;9000.0
kleinwagen;4900.0
bus;990.0
bus;28500.0
limousine;4400.0
limousine;7799.0
kleinwagen;950.0
cabrio;1999.0
bus;3000.0
bus;5900.0
limousine;2900.0
limousine;500.0
;2300.0
bus;4500.0
coupe;3400.0
cabrio;24900.0
suv;19700.0
kleinwagen;3398.0
kleinwagen;6500.0
kleinwagen;950.0
limousine;1000.0
limousine;8700.0
limousine;300.0
kleinwagen;12800.0
;150.0
kleinwagen;0.0
limousine;5650.0
limousine;5300.0
limousine;1799.0
kleinwagen;3500.0
limousine;880.0
bus;8190.0
limousine;1698.0
kombi;14000.0
kombi;8990.0
bus;2800.0
limousine;800.0
;4999.0
limousine;18500.0
kleinwagen;2990.0
limousine;4750.0
bus;895.0
cabrio;38470.0
limousine;2999.0
limousine;1799.0
bus;2450.0
kleinwagen;11790.0
limousine;5000.0
kleinwagen;0.0
kleinwagen;140.0
limousine;2000.0
kombi;6200.0
kleinwagen;1650.0
kleinwagen;999.0
suv;17999.0
;4790.0
kleinwagen;0.0
kleinwagen;500.0
limousine;9999.0
limousine;20500.0
kleinwagen;1850.0
kombi;6400.0
limousine;7800.0
kombi;1.0
kombi;7299.0
limousine;6900.0
bus;3699.0
limousine;600.0
kleinwagen;4399.0
bus;3400.0
bus;1500.0
kleinwagen;888.0
suv;7000.0
limousine;10500.0
kombi;7190.0
bus;5500.0
kleinwagen;3700.0
kleinwagen;1800.0
kleinwagen;600.0
kleinwagen;2450.0
kleinwagen;200.0
bus;0.0
;190.0
kleinwagen;1800.0
;800.0
kombi;0.0
;50.0
limousine;17990.0
andere;4760.0
limousine;9700.0
cabrio;17990.0
coupe;600.0
suv;3999.0
suv;14500.0
suv;2200.0
kombi;7450.0
limousine;22000.0
kombi;9900.0
cabrio;2450.0
limousine;6200.0
limousine;9600.0
;0.0
limousine;450.0
limousine;12500.0
limousine;27990.0
limousine;12500.0
kombi;11800.0
limousine;2000.0
kombi;10500.0
kombi;700.0
limousine;7400.0
kombi;2900.0
coupe;500.0
kleinwagen;480.0
suv;7800.0
limousine;6900.0
kombi;11000.0
;550.0
;5300.0
cabrio;8900.0
;34800.0
kombi;3800.0
cabrio;16500.0
limousine;380.0
coupe;17500.0
kleinwagen;12999.0
kleinwagen;1900.0
suv;24900.0
kombi;16200.0
bus;8000.0
limousine;2000.0
kleinwagen;0.0
limousine;8750.0
kleinwagen;9800.0
kombi;3850.0
cabrio;3900.0
kombi;2350.0
kleinwagen;2950.0
;4990.0
suv;0.0
coupe;64999.0
limousine;16500.0
bus;7900.0
suv;10900.0
;0.0
kombi;17490.0
kombi;5500.0
;5850.0
;0.0
limousine;25498.0
cabrio;2000.0
kombi;3300.0
kombi;9000.0
suv;7500.0
kleinwagen;500.0
kombi;285.0
limousine;8000.0
;150.0
kleinwagen;3200.0
kombi;1900.0
;350.0
suv;2499.0
kombi;1100.0
;1999.0
kombi;550.0
bus;2299.0
kleinwagen;2000.0
andere;5200.0
kleinwagen;700.0
limousine;3000.0
kleinwagen;450.0
kleinwagen;2500.0
limousine;11999.0
kleinwagen;700.0
limousine;6999.0
limousine;3999.0
suv;11500.0
kombi;2100.0
bus;2900.0
kleinwagen;4499.0
kombi;6490.0
;600.0
kombi;5990.0
kleinwagen;2500.0
limousine;800.0
bus;1699.0
kleinwagen;2690.0
kleinwagen;5900.0
coupe;16800.0
kombi;13750.0
kombi;2000.0
limousine;3990.0
;500.0
kombi;2100.0
bus;1600.0
suv;1500.0
cabrio;4990.0
limousine;599.0
bus;7900.0
kleinwagen;2150.0
kombi;2850.0
kombi;6850.0
limousine;2000.0
;7650.0
kleinwagen;800.0
;1200.0
bus;3950.0
limousine;3999.0
kombi;990.0
;950.0
cabrio;30900.0
coupe;3550.0
bus;2500.0
limousine;1750.0
coupe;4000.0
kombi;3999.0
kombi;6250.0
cabrio;1395.0
limousine;3950.0
kleinwagen;650.0
kleinwagen;2500.0
;8000.0
kleinwagen;650.0
;1600.0
limousine;14500.0
kleinwagen;700.0
limousine;9000.0
bus;4499.0
cabrio;1900.0
limousine;5000.0
limousine;7869.0
kleinwagen;11950.0
kleinwagen;1.0
kleinwagen;0.0
cabrio;20800.0
kleinwagen;490.0
kombi;1199.0
kombi;3000.0
limousine;2850.0
limousine;1250.0
kombi;19500.0
kleinwagen;4895.0
limousine;1500.0
kombi;15900.0
limousine;1350.0
kleinwagen;1750.0
limousine;2500.0
limousine;999.0
kombi;850.0
kleinwagen;6500.0
kombi;10300.0
limousine;1599.0
bus;6300.0
kleinwagen;4100.0
kombi;3999.0
cabrio;2490.0
bus;300.0
limousine;3200.0
kleinwagen;1800.0
;600.0
limousine;600.0
limousine;500.0
suv;9968.0
kleinwagen;2000.0
kleinwagen;1400.0
kombi;17100.0
cabrio;2000.0
kombi;950.0
cabrio;8900.0
bus;1850.0
;2450.0
bus;3800.0
limousine;11900.0
cabrio;2950.0
kleinwagen;1000.0
kleinwagen;3800.0
limousine;14300.0
;4200.0
limousine;4700.0
cabrio;12850.0
limousine;12800.0
kombi;8999.0
limousine;25555.0
limousine;1100.0
limousine;2990.0
limousine;14000.0
limousine;17500.0
kleinwagen;1500.0
kombi;600.0
;6990.0
suv;5500.0
bus;33000.0
limousine;11900.0
coupe;1899.0
suv;25800.0
kombi;3200.0
;900.0
kombi;10500.0
bus;12800.0
limousine;190.0
kleinwagen;200.0
limousine;2950.0
kombi;1500.0
bus;16850.0
coupe;2500.0
kombi;10999.0
bus;3777.0
;900.0
kleinwagen;6900.0
kleinwagen;6500.0
kombi;0.0
kombi;900.0
kleinwagen;15400.0
limousine;1450.0
limousine;6300.0
cabrio;5999.0
;2350.0
limousine;1300.0
suv;15755.0
limousine;999.0
kleinwagen;6999.0
cabrio;4400.0
kleinwagen;1680.0
limousine;2651.0
kleinwagen;470.0
kombi;9700.0
limousine;33500.0
kombi;5180.0
;3350.0
coupe;3200.0
limousine;10000.0
kombi;3250.0
kombi;799.0
limousine;1100.0
kleinwagen;2290.0
limousine;5600.0
limousine;35000.0
kleinwagen;850.0
limousine;4799.0
kombi;6950.0
limousine;1500.0
cabrio;8300.0
kombi;14000.0
kleinwagen;900.0
bus;350.0
limousine;3888.0
kombi;1400.0
;0.0
limousine;4490.0
limousine;1490.0
limousine;4400.0
