vehicletype;brand;price
kombi;audi;7800.0
kombi;skoda;10900.0
bus;volkswagen;26500.0
bus;chrysler;2150.0
limousine;hyundai;15800.0
limousine;bmw;700.0
kombi;ford;4300.0
bus;volkswagen;3300.0
kleinwagen;daewoo;1300.0
kombi;mercedes_benz;1950.0
limousine;bmw;2500.0
limousine;opel;12999.0
limousine;bmw;0.0
bus;mercedes_benz;3100.0
limousine;ford;12500.0
kleinwagen;volkswagen;1400.0
cabrio;bmw;0.0
kleinwagen;ford;450.0
kleinwagen;smart;500.0
kombi;kia;1300.0
;sonstige_autos;0.0
limousine;opel;450.0
limousine;sonstige_autos;6490.0
limousine;volkswagen;16900.0
limousine;opel;5200.0
kombi;opel;900.0
limousine;ford;0.0
kombi;renault;3600.0
kombi;mercedes_benz;8249.0
limousine;skoda;3650.0
limousine;opel;9100.0
limousine;volvo;0.0
limousine;bmw;6900.0
kleinwagen;peugeot;1.0
coupe;volkswagen;400.0
limousine;bmw;2990.0
limousine;mercedes_benz;3500.0
kleinwagen;nissan;4900.0
coupe;mercedes_benz;800.0
bus;mazda;1000.0
kleinwagen;fiat;6950.0
cabrio;volkswagen;5000.0
kleinwagen;opel;5740.0
;volkswagen;1999.0
suv;skoda;12685.0
;mercedes_benz;1300.0
kleinwagen;seat;1200.0
limousine;volkswagen;2600.0
limousine;opel;1290.0
;mercedes_benz;500.0
coupe;bmw;15000.0
limousine;honda;8500.0
kombi;skoda;14500.0
bus;volkswagen;0.0
kleinwagen;volkswagen;570.0
kleinwagen;honda;4250.0
;volkswagen;4400.0
bus;volkswagen;17500.0
bus;opel;1950.0
bus;peugeot;12900.0
coupe;mercedes_benz;3599.0
kleinwagen;ford;5650.0
kleinwagen;volkswagen;1400.0
suv;ford;5500.0
limousine;opel;4600.0
limousine;seat;11000.0
limousine;volkswagen;10699.0
kombi;volkswagen;9990.0
bus;volkswagen;1500.0
kleinwagen;ford;200.0
kleinwagen;opel;425.0
kleinwagen;citroen;1200.0
bus;volkswagen;14990.0
;volkswagen;7000.0
kombi;audi;14999.0
kleinwagen;smart;2700.0
kleinwagen;volkswagen;10400.0
;audi;850.0
kombi;renault;1000.0
bus;citroen;9900.0
coupe;opel;0.0
coupe;volkswagen;25990.0
coupe;audi;3100.0
bus;volkswagen;5500.0
limousine;volkswagen;1999.0
limousine;bmw;1500.0
kombi;volkswagen;2300.0
kleinwagen;ford;550.0
limousine;mercedes_benz;5990.0
bus;lancia;1900.0
suv;opel;1999.0
kleinwagen;fiat;900.0
kombi;mercedes_benz;2699.0
limousine;mercedes_benz;4999.0
;volkswagen;990.0
;skoda;12500.0
limousine;mercedes_benz;13900.0
andere;volkswagen;1800.0
suv;porsche;11800.0
;toyota;1490.0
;citroen;0.0
limousine;bmw;14950.0
kleinwagen;ford;650.0
kombi;ford;3899.0
coupe;mercedes_benz;2500.0
limousine;mercedes_benz;600.0
kleinwagen;peugeot;500.0
;opel;500.0
kleinwagen;ford;2000.0
limousine;audi;1400.0
bus;mercedes_benz;3700.0
;audi;14900.0
kombi;citroen;990.0
kombi;skoda;15990.0
limousine;audi;5400.0
limousine;bmw;13990.0
;renault;100.0
limousine;volkswagen;1899.0
coupe;bmw;20500.0
;volkswagen;900.0
kleinwagen;fiat;2500.0
suv;mercedes_benz;16500.0
limousine;bmw;5000.0
kombi;toyota;7500.0
limousine;bmw;8500.0
;porsche;19900.0
kombi;audi;4900.0
limousine;audi;12500.0
;volkswagen;15000.0
coupe;bmw;3300.0
kleinwagen;volkswagen;1600.0
kombi;audi;17000.0
coupe;bmw;9990.0
kleinwagen;ford;2000.0
kombi;opel;0.0
kleinwagen;volkswagen;2850.0
bus;opel;2000.0
bus;citroen;6500.0
limousine;bmw;6900.0
limousine;opel;300.0
kleinwagen;volkswagen;3900.0
andere;renault;999.0
limousine;volkswagen;21999.0
kombi;renault;600.0
andere;mercedes_benz;2299.0
kombi;ford;8000.0
limousine;opel;3999.0
cabrio;mercedes_benz;12300.0
kleinwagen;suzuki;7890.0
kombi;ford;2990.0
bus;opel;1150.0
limousine;audi;21000.0
;renault;150.0
kleinwagen;opel;2500.0
kleinwagen;volkswagen;300.0
kleinwagen;volkswagen;1150.0
kombi;toyota;11500.0
kombi;volkswagen;17500.0
limousine;volkswagen;8000.0
kleinwagen;volkswagen;4300.0
limousine;audi;22500.0
limousine;seat;4500.0
kleinwagen;opel;4990.0
kleinwagen;suzuki;4400.0
cabrio;volkswagen;2350.0
kombi;audi;6499.0
kombi;opel;1950.0
limousine;audi;20000.0
kombi;volkswagen;7990.0
limousine;subaru;7999.0
kombi;audi;9500.0
bus;opel;3600.0
kombi;sonstige_autos;2599.0
;peugeot;0.0
kombi;volkswagen;6499.0
limousine;volkswagen;3500.0
cabrio;mercedes_benz;14000.0
coupe;sonstige_autos;11750.0
;volkswagen;699.0
kombi;bmw;12590.0
cabrio;audi;16500.0
suv;land_rover;6800.0
cabrio;saab;2450.0
bus;kia;1400.0
kombi;ford;1000000.0
suv;mazda;15900.0
limousine;mercedes_benz;6280.0
limousine;volkswagen;9200.0
bus;mercedes_benz;21450.0
bus;volkswagen;1600.0
kleinwagen;mini;7400.0
suv;toyota;14950.0
kombi;volkswagen;2000.0
limousine;bmw;4999.0
limousine;mercedes_benz;6000.0
cabrio;volkswagen;5900.0
kombi;volkswagen;1150.0
;toyota;7450.0
kleinwagen;mercedes_benz;1999.0
bus;volkswagen;7745.0
cabrio;mercedes_benz;27900.0
limousine;ford;3290.0
limousine;mercedes_benz;799.0
kleinwagen;fiat;2350.0
limousine;daihatsu;2100.0
limousine;bmw;1649.0
kleinwagen;opel;850.0
kleinwagen;mercedes_benz;300.0
kleinwagen;volkswagen;3300.0
limousine;seat;11350.0
cabrio;peugeot;2950.0
kleinwagen;renault;3500.0
limousine;bmw;10250.0
bus;ford;2150.0
kleinwagen;opel;230.0
kleinwagen;seat;2999.0
;volkswagen;550.0
kleinwagen;mazda;499.0
kleinwagen;skoda;2100.0
andere;renault;0.0
kombi;ford;800.0
cabrio;bmw;6250.0
bus;ford;11900.0
kombi;bmw;23200.0
bus;volkswagen;5800.0
kombi;audi;3000.0
kleinwagen;opel;1790.0
limousine;ford;1895.0
;smart;2999.0
kleinwagen;opel;1550.0
kleinwagen;ford;3400.0
suv;volkswagen;17900.0
kleinwagen;volkswagen;2250.0
kleinwagen;opel;1100.0
limousine;volkswagen;8900.0
limousine;volkswagen;16750.0
kombi;kia;990.0
coupe;volkswagen;21999.0
kleinwagen;suzuki;4750.0
kombi;mercedes_benz;5200.0
;volkswagen;1250.0
limousine;opel;2899.0
kleinwagen;fiat;2700.0
coupe;volkswagen;11600.0
kleinwagen;renault;650.0
kleinwagen;renault;900.0
limousine;bmw;3399.0
limousine;bmw;1800.0
kombi;opel;3200.0
kleinwagen;renault;1500.0
limousine;opel;2500.0
bus;volkswagen;900.0
kombi;bmw;10500.0
limousine;renault;1425.0
kleinwagen;volkswagen;3800.0
;fiat;6900.0
kleinwagen;fiat;2000.0
bus;renault;140.0
kleinwagen;volkswagen;0.0
kleinwagen;renault;870.0
cabrio;peugeot;1600.0
;bmw;1500.0
bus;volkswagen;13000.0
kleinwagen;smart;2400.0
kleinwagen;renault;5050.0
cabrio;bmw;2800.0
;opel;1100.0
;smart;2700.0
limousine;volkswagen;18890.0
suv;mazda;11500.0
suv;mercedes_benz;19000.0
limousine;bmw;4895.0
kleinwagen;fiat;2400.0
limousine;peugeot;1000.0
limousine;audi;6800.0
kombi;audi;9900.0
limousine;bmw;3200.0
suv;volkswagen;8490.0
kombi;bmw;5650.0
kombi;volkswagen;4699.0
kleinwagen;smart;2699.0
bus;mercedes_benz;10500.0
limousine;volkswagen;5500.0
bus;volkswagen;3650.0
kombi;opel;3600.0
coupe;volkswagen;4990.0
;mercedes_benz;999.0
limousine;bmw;1850.0
kleinwagen;citroen;1190.0
;volkswagen;2400.0
bus;toyota;4600.0
kombi;citroen;550.0
;volkswagen;2850.0
kombi;ford;3800.0
bus;opel;3550.0
coupe;sonstige_autos;750.0
limousine;nissan;1700.0
kleinwagen;volkswagen;8499.0
kleinwagen;volkswagen;1100.0
kombi;mercedes_benz;9200.0
limousine;citroen;700.0
kombi;audi;3800.0
;volkswagen;1990.0
limousine;ford;1700.0
kleinwagen;mercedes_benz;6399.0
kleinwagen;ford;750.0
limousine;volkswagen;1599.0
limousine;ford;2990.0
kombi;opel;1800.0
cabrio;porsche;23200.0
bus;volkswagen;26200.0
limousine;volvo;2900.0
limousine;mazda;2600.0
limousine;nissan;3650.0
kleinwagen;fiat;1000.0
kleinwagen;ford;250.0
kombi;mercedes_benz;2450.0
kombi;renault;990.0
kombi;audi;9999.0
kombi;audi;13900.0
kleinwagen;ford;690.0
;kia;5400.0
bus;renault;5000.0
limousine;mazda;350.0
;opel;1550.0
kleinwagen;opel;3950.0
coupe;sonstige_autos;32000.0
kombi;bmw;2200.0
kleinwagen;volkswagen;2900.0
kleinwagen;sonstige_autos;2500.0
limousine;saab;950.0
kleinwagen;opel;6500.0
kleinwagen;daihatsu;350.0
kombi;mercedes_benz;1250.0
andere;volkswagen;1899.0
cabrio;peugeot;1500.0
limousine;volkswagen;3450.0
bus;fiat;6900.0
andere;sonstige_autos;4500.0
cabrio;peugeot;3600.0
kleinwagen;citroen;9700.0
kleinwagen;volkswagen;1390.0
bus;volkswagen;9980.0
limousine;bmw;3300.0
;volkswagen;3500.0
kleinwagen;renault;999.0
kombi;subaru;1500.0
kombi;ford;5200.0
bus;volkswagen;4300.0
limousine;mercedes_benz;2200.0
bus;volkswagen;25250.0
;volkswagen;600.0
;opel;700.0
;sonstige_autos;1.0
;renault;799.0
limousine;audi;2499.0
kombi;volkswagen;2550.0
kombi;mercedes_benz;6500.0
kombi;volkswagen;3990.0
kombi;opel;999.0
limousine;mercedes_benz;32000.0
kleinwagen;ford;700.0
limousine;ford;1650.0
limousine;audi;13000.0
limousine;volkswagen;12290.0
kombi;volvo;1200.0
kombi;ford;4250.0
kleinwagen;seat;4350.0
;volkswagen;800.0
limousine;fiat;2999.0
kombi;bmw;12990.0
kleinwagen;ford;200.0
kleinwagen;volkswagen;2750.0
kleinwagen;fiat;1200.0
suv;porsche;12500.0
kombi;bmw;3900.0
cabrio;mini;9999.0
limousine;volkswagen;4200.0
kleinwagen;skoda;4499.0
cabrio;smart;1500.0
limousine;audi;8750.0
limousine;ford;790.0
coupe;mercedes_benz;14950.0
limousine;bmw;2800.0
kombi;mercedes_benz;2499.0
limousine;opel;749.0
bus;renault;1190.0
bus;volkswagen;10800.0
;opel;11899.0
limousine;volkswagen;2500.0
limousine;ford;300.0
;alfa_romeo;2350.0
kombi;ford;2350.0
kombi;audi;3300.0
limousine;bmw;4500.0
cabrio;chevrolet;18950.0
limousine;honda;1250.0
;renault;350.0
limousine;mercedes_benz;8450.0
limousine;opel;3399.0
cabrio;volkswagen;2490.0
kleinwagen;ford;370.0
limousine;ford;1150.0
;toyota;7999.0
limousine;audi;2550.0
bus;volkswagen;10499.0
kombi;ford;1200.0
kleinwagen;fiat;5600.0
bus;opel;3800.0
kleinwagen;fiat;4990.0
limousine;mercedes_benz;11800.0
limousine;volkswagen;1400.0
limousine;bmw;1100.0
kleinwagen;volkswagen;5500.0
bus;mercedes_benz;2900.0
limousine;hyundai;1399.0
kombi;mazda;950.0
bus;kia;2000.0
kleinwagen;opel;950.0
limousine;volkswagen;2650.0
suv;mitsubishi;3650.0
limousine;mercedes_benz;950.0
;audi;11900.0
kombi;volkswagen;8850.0
kleinwagen;opel;0.0
limousine;ford;800.0
kombi;ford;6600.0
limousine;volkswagen;3100.0
kleinwagen;opel;2600.0
kleinwagen;opel;1850.0
;kia;7100.0
kleinwagen;renault;1450.0
;volkswagen;950.0
kleinwagen;peugeot;500.0
suv;ford;14900.0
kleinwagen;peugeot;300.0
cabrio;bmw;2300.0
bus;renault;3399.0
limousine;volkswagen;3300.0
kleinwagen;opel;6000.0
limousine;volkswagen;6500.0
;seat;1.0
bus;renault;1850.0
;opel;1370.0
kleinwagen;toyota;1799.0
limousine;toyota;4500.0
kleinwagen;volkswagen;2950.0
;volkswagen;1600.0
cabrio;renault;340.0
limousine;bmw;25000.0
bus;mercedes_benz;0.0
kombi;opel;1700.0
coupe;audi;19500.0
cabrio;audi;34900.0
limousine;volkswagen;1150.0
kleinwagen;seat;2490.0
kombi;bmw;3299.0
kombi;volkswagen;2300.0
limousine;mitsubishi;700.0
kleinwagen;daewoo;550.0
limousine;mercedes_benz;1600.0
suv;hyundai;4350.0
;saab;1700.0
bus;ford;3290.0
kombi;mercedes_benz;4199.0
cabrio;mercedes_benz;28999.0
kleinwagen;ford;400.0
limousine;seat;13500.0
kleinwagen;kia;14999.0
kombi;volkswagen;500.0
bus;volkswagen;16690.0
limousine;mercedes_benz;5500.0
kleinwagen;subaru;6250.0
coupe;volkswagen;15999.0
kombi;volkswagen;990.0
kombi;audi;1600.0
kleinwagen;volkswagen;650.0
limousine;opel;1650.0
bus;volkswagen;2490.0
cabrio;mercedes_benz;15999.0
kleinwagen;citroen;1600.0
kleinwagen;volkswagen;100.0
limousine;ford;350.0
kleinwagen;volkswagen;1350.0
kleinwagen;citroen;2600.0
limousine;opel;3500.0
kombi;opel;1849.0
bus;skoda;899.0
;opel;4300.0
kombi;opel;3900.0
kombi;bmw;999.0
kleinwagen;renault;100.0
kleinwagen;renault;3100.0
coupe;bmw;20350.0
coupe;mercedes_benz;2499.0
limousine;audi;2500.0
suv;opel;19500.0
bus;chrysler;5900.0
kombi;mercedes_benz;2600.0
limousine;audi;15600.0
limousine;bmw;2100.0
limousine;seat;18990.0
limousine;audi;999.0
limousine;mercedes_benz;3000.0
limousine;skoda;4990.0
kleinwagen;opel;500.0
kleinwagen;peugeot;1450.0
kleinwagen;renault;899.0
limousine;audi;14600.0
kombi;bmw;20990.0
coupe;honda;1800.0
kombi;toyota;5300.0
cabrio;renault;1700.0
kleinwagen;renault;2095.0
kleinwagen;suzuki;1300.0
bus;volkswagen;11500.0
bus;sonstige_autos;6890.0
;renault;2000.0
cabrio;mercedes_benz;5490.0
kleinwagen;fiat;400.0
limousine;bmw;9990.0
;opel;400.0
kleinwagen;peugeot;1150.0
kombi;volvo;400.0
;volkswagen;1000.0
limousine;bmw;4200.0
kombi;ford;1250.0
limousine;audi;4590.0
cabrio;mercedes_benz;34800.0
kleinwagen;opel;8499.0
kombi;audi;4150.0
kleinwagen;opel;2500.0
bus;opel;9500.0
kleinwagen;volkswagen;900.0
bus;volkswagen;18100.0
bus;opel;6700.0
limousine;bmw;9999.0
;renault;100.0
kombi;audi;9490.0
limousine;bmw;8600.0
limousine;volkswagen;6300.0
kombi;audi;2600.0
coupe;ford;14500.0
;bmw;14900.0
limousine;alfa_romeo;4200.0
kleinwagen;renault;1100.0
limousine;bmw;12500.0
kleinwagen;peugeot;1500.0
;opel;750.0
limousine;volkswagen;1750.0
;volkswagen;1750.0
limousine;mitsubishi;230.0
kleinwagen;audi;1599.0
limousine;volkswagen;2300.0
kombi;volkswagen;3300.0
limousine;bmw;10499.0
kleinwagen;mini;9200.0
kombi;ford;4999.0
cabrio;fiat;8399.0
kombi;volkswagen;8200.0
kleinwagen;opel;1200.0
bus;opel;19000.0
limousine;mercedes_benz;3500.0
kleinwagen;opel;2400.0
bus;toyota;4900.0
bus;kia;4400.0
limousine;ford;500.0
kleinwagen;peugeot;1000.0
limousine;bmw;1500.0
suv;mercedes_benz;18940.0
kleinwagen;opel;2390.0
limousine;fiat;1200.0
;opel;190.0
limousine;bmw;5949.0
kombi;volvo;1980.0
kombi;bmw;2650.0
kombi;audi;10600.0
cabrio;mercedes_benz;28990.0
;bmw;0.0
kombi;fiat;1150.0
limousine;bmw;11490.0
limousine;mercedes_benz;4350.0
limousine;bmw;0.0
;sonstige_autos;0.0
bus;peugeot;1499.0
cabrio;peugeot;4450.0
limousine;renault;6300.0
;mitsubishi;120.0
kombi;mercedes_benz;37900.0
kleinwagen;renault;650.0
coupe;hyundai;6000.0
kleinwagen;renault;650.0
kleinwagen;toyota;8550.0
kombi;ford;0.0
limousine;bmw;1100.0
kombi;peugeot;3750.0
kombi;volkswagen;4900.0
kombi;volkswagen;5800.0
limousine;volkswagen;9900.0
kombi;citroen;999.0
bus;opel;7990.0
kleinwagen;ford;1500.0
limousine;alfa_romeo;5000.0
limousine;mercedes_benz;15000.0
kleinwagen;volkswagen;3500.0
;bmw;0.0
limousine;bmw;1750.0
kleinwagen;smart;1490.0
kombi;audi;4400.0
cabrio;audi;12500.0
limousine;audi;300.0
limousine;hyundai;6990.0
coupe;mercedes_benz;33900.0
kombi;skoda;14000.0
bus;volkswagen;3710.0
limousine;sonstige_autos;32000.0
limousine;bmw;18400.0
kleinwagen;mini;18200.0
limousine;audi;2050.0
limousine;volkswagen;2800.0
limousine;bmw;1500.0
limousine;bmw;5900.0
kleinwagen;opel;2500.0
kleinwagen;volkswagen;590.0
suv;hyundai;12300.0
kleinwagen;volkswagen;1150.0
cabrio;mercedes_benz;10900.0
limousine;skoda;2000.0
suv;ford;13890.0
limousine;bmw;2250.0
limousine;fiat;3950.0
limousine;mazda;2800.0
cabrio;volkswagen;2250.0
limousine;volkswagen;3700.0
limousine;volkswagen;4350.0
kombi;audi;0.0
andere;sonstige_autos;4600.0
;bmw;799.0
coupe;mercedes_benz;1500.0
;mercedes_benz;680.0
cabrio;mercedes_benz;5800.0
limousine;audi;1299.0
suv;honda;3300.0
cabrio;mini;17490.0
limousine;volkswagen;1600.0
limousine;bmw;6700.0
;mercedes_benz;3250.0
kleinwagen;opel;150.0
kleinwagen;volkswagen;850.0
;opel;4300.0
bus;mazda;1350.0
kombi;audi;13000.0
kombi;opel;950.0
;fiat;4000.0
cabrio;volkswagen;2300.0
kombi;opel;2800.0
kombi;opel;1390.0
kombi;opel;1500.0
kleinwagen;volkswagen;6300.0
coupe;opel;1999.0
kleinwagen;fiat;0.0
kleinwagen;opel;2250.0
kleinwagen;dacia;4444.0
kleinwagen;ford;699.0
coupe;sonstige_autos;48900.0
cabrio;ford;3690.0
kleinwagen;renault;750.0
limousine;opel;799.0
limousine;audi;750.0
kombi;opel;1200.0
kombi;audi;8999.0
kombi;mercedes_benz;3790.0
limousine;volkswagen;7250.0
limousine;opel;4200.0
;honda;500.0
kleinwagen;citroen;250.0
limousine;volkswagen;11500.0
kleinwagen;volkswagen;1990.0
coupe;bmw;20990.0
kleinwagen;volkswagen;7200.0
kombi;audi;2850.0
kleinwagen;volkswagen;350.0
kombi;volkswagen;3600.0
limousine;toyota;3333.0
cabrio;volkswagen;21880.0
kleinwagen;volkswagen;1500.0
limousine;bmw;6800.0
kombi;alfa_romeo;10799.0
kombi;mercedes_benz;23500.0
limousine;bmw;13400.0
;audi;5000.0
andere;skoda;5600.0
kleinwagen;ford;6950.0
cabrio;bmw;4699.0
kombi;skoda;16300.0
cabrio;mercedes_benz;5250.0
limousine;ford;250.0
coupe;mercedes_benz;7990.0
suv;lada;5500.0
kleinwagen;smart;5500.0
kleinwagen;volkswagen;1950.0
coupe;opel;5900.0
kombi;mercedes_benz;7800.0
;ford;100.0
limousine;opel;15500.0
limousine;nissan;12990.0
kombi;audi;8950.0
kombi;bmw;6300.0
kombi;volkswagen;5500.0
kombi;bmw;10590.0
kombi;volkswagen;11499.0
limousine;mercedes_benz;8899.0
kleinwagen;suzuki;4990.0
kombi;peugeot;9550.0
limousine;mercedes_benz;4600.0
kleinwagen;toyota;5200.0
kleinwagen;smart;2600.0
;volkswagen;1700.0
kleinwagen;ford;1600.0
limousine;ford;680.0
limousine;seat;1800.0
;ford;1100.0
limousine;volkswagen;2800.0
kleinwagen;volkswagen;0.0
kombi;bmw;2300.0
cabrio;opel;2750.0
limousine;opel;12300.0
bus;citroen;5990.0
limousine;volkswagen;4250.0
;volkswagen;950.0
;ford;999.0
kleinwagen;volkswagen;8000.0
limousine;mercedes_benz;3399.0
limousine;mercedes_benz;1500.0
coupe;mazda;200.0
kleinwagen;ford;5200.0
limousine;volkswagen;1550.0
kombi;volkswagen;1250.0
kombi;audi;12990.0
limousine;bmw;1000.0
;volkswagen;250.0
kombi;volkswagen;1000.0
cabrio;audi;8600.0
kombi;audi;11999.0
kombi;volkswagen;3500.0
kleinwagen;opel;4490.0
kombi;mercedes_benz;9500.0
limousine;opel;700.0
kleinwagen;volkswagen;5450.0
coupe;mercedes_benz;5100.0
kombi;audi;19500.0
kleinwagen;volkswagen;3000.0
;bmw;1500.0
cabrio;mercedes_benz;6500.0
kleinwagen;volkswagen;2999.0
kombi;audi;6500.0
limousine;mercedes_benz;8900.0
kombi;audi;2300.0
kleinwagen;volkswagen;3000.0
bus;opel;1150.0
limousine;bmw;18500.0
limousine;bmw;8000.0
kleinwagen;alfa_romeo;5600.0
limousine;bmw;4399.0
limousine;mercedes_benz;7490.0
kleinwagen;volkswagen;1800.0
bus;citroen;6390.0
kleinwagen;opel;0.0
coupe;mercedes_benz;1899.0
limousine;volkswagen;4100.0
bus;nissan;3570.0
limousine;volkswagen;10975.0
limousine;bmw;6950.0
kombi;audi;7999.0
kleinwagen;seat;10250.0
;audi;10500.0
kleinwagen;toyota;1450.0
limousine;volkswagen;900.0
kleinwagen;volkswagen;720.0
limousine;volkswagen;12800.0
kleinwagen;opel;1590.0
kombi;bmw;15500.0
kleinwagen;suzuki;12900.0
;opel;1650.0
limousine;bmw;1200.0
kleinwagen;volkswagen;1800.0
limousine;opel;9900.0
;bmw;9400.0
kombi;suzuki;1690.0
kleinwagen;mini;10990.0
;mercedes_benz;12000.0
kleinwagen;ford;950.0
kleinwagen;fiat;4400.0
bus;renault;9500.0
kleinwagen;audi;2999.0
kleinwagen;mercedes_benz;1400.0
suv;jeep;24900.0
kleinwagen;mercedes_benz;550.0
limousine;bmw;26990.0
limousine;bmw;8200.0
suv;porsche;22400.0
limousine;opel;1450.0
bus;seat;5350.0
limousine;opel;1700.0
;ford;4800.0
limousine;bmw;4200.0
limousine;volkswagen;6000.0
suv;mitsubishi;8900.0
limousine;ford;800.0
kombi;opel;3333.0
;bmw;550.0
kleinwagen;volkswagen;699.0
kombi;volkswagen;2500.0
kombi;bmw;8200.0
;audi;1100.0
bus;mazda;1400.0
bus;renault;3400.0
limousine;bmw;16450.0
bus;ford;7990.0
limousine;volkswagen;21490.0
cabrio;mazda;6200.0
;volkswagen;0.0
;bmw;2500.0
limousine;volkswagen;2800.0
kleinwagen;lancia;1999.0
kleinwagen;citroen;2200.0
limousine;ford;6350.0
limousine;renault;2500.0
coupe;opel;1100.0
;volkswagen;375.0
kleinwagen;ford;750.0
kleinwagen;ford;500.0
kleinwagen;volkswagen;3500.0
bus;volkswagen;7800.0
suv;sonstige_autos;19000.0
bus;mercedes_benz;1500.0
kleinwagen;citroen;6800.0
;seat;449.0
limousine;bmw;6199.0
kleinwagen;kia;2150.0
cabrio;smart;5999.0
limousine;bmw;2949.0
kleinwagen;mazda;3500.0
coupe;volkswagen;600.0
limousine;bmw;28500.0
kombi;mitsubishi;150.0
kleinwagen;mini;7300.0
limousine;volkswagen;6500.0
andere;ford;3950.0
kombi;mercedes_benz;900.0
;volkswagen;4590.0
kleinwagen;renault;6250.0
cabrio;bmw;3800.0
kombi;seat;8400.0
suv;porsche;12500.0
limousine;opel;1950.0
cabrio;porsche;14986.0
;bmw;7200.0
limousine;audi;19999.0
limousine;fiat;2500.0
limousine;volkswagen;1800.0
kleinwagen;fiat;799.0
limousine;audi;900.0
limousine;volkswagen;1499.0
kleinwagen;ford;400.0
kombi;mercedes_benz;990.0
andere;fiat;4590.0
coupe;audi;1950.0
kleinwagen;dacia;8600.0
kombi;bmw;7900.0
bus;citroen;999.0
kombi;ford;11000.0
kombi;bmw;8499.0
limousine;peugeot;850.0
cabrio;volkswagen;2499.0
bus;renault;1699.0
bus;renault;2300.0
limousine;volkswagen;3300.0
limousine;audi;650.0
limousine;mercedes_benz;2950.0
cabrio;audi;11900.0
limousine;bmw;550.0
kombi;mazda;900.0
suv;porsche;12500.0
;volkswagen;2500.0
kleinwagen;renault;3700.0
kombi;mazda;2500.0
limousine;ford;1650.0
;volkswagen;2650.0
;mercedes_benz;4600.0
coupe;renault;13350.0
bus;mitsubishi;2400.0
coupe;mercedes_benz;26499.0
bus;renault;1650.0
kleinwagen;opel;2800.0
suv;audi;21900.0
kombi;renault;0.0
;ford;1450.0
kleinwagen;opel;780.0
kleinwagen;citroen;2500.0
kleinwagen;opel;700.0
kleinwagen;renault;850.0
cabrio;bmw;3000.0
bus;volkswagen;12000.0
cabrio;bmw;3400.0
cabrio;renault;5950.0
;bmw;0.0
coupe;opel;22999.0
kleinwagen;peugeot;500.0
bus;volkswagen;9950.0
kleinwagen;volkswagen;2800.0
limousine;bmw;2000.0
;volkswagen;2800.0
kleinwagen;ford;999.0
kombi;bmw;8600.0
bus;toyota;5300.0
kombi;audi;10500.0
kombi;audi;5900.0
;trabant;0.0
andere;opel;899.0
kleinwagen;opel;300.0
limousine;opel;4500.0
;sonstige_autos;0.0
limousine;bmw;6700.0
bus;renault;2550.0
suv;nissan;4000.0
suv;jeep;4500.0
kleinwagen;ford;400.0
limousine;volkswagen;3750.0
kleinwagen;seat;690.0
kleinwagen;volkswagen;1499.0
kombi;dacia;2300.0
kleinwagen;suzuki;2700.0
limousine;mazda;250.0
cabrio;bmw;5990.0
kleinwagen;mini;6000.0
limousine;bmw;3149.0
limousine;audi;3750.0
limousine;volkswagen;2399.0
kombi;audi;600.0
limousine;bmw;1500.0
;volkswagen;790.0
coupe;audi;29900.0
kleinwagen;opel;450.0
limousine;mercedes_benz;628.0
kleinwagen;opel;1000.0
limousine;bmw;1480.0
cabrio;mercedes_benz;13500.0
kleinwagen;volkswagen;555.0
suv;lada;1300.0
kombi;opel;550.0
limousine;volkswagen;18400.0
kleinwagen;smart;4990.0
limousine;audi;399.0
coupe;bmw;2100.0
;volkswagen;1900.0
cabrio;mercedes_benz;17200.0
kleinwagen;ford;6400.0
;citroen;500.0
cabrio;mercedes_benz;3200.0
limousine;bmw;15200.0
kombi;dacia;5000.0
limousine;volkswagen;9400.0
limousine;audi;1800.0
limousine;volkswagen;7850.0
kombi;seat;999.0
;ford;999.0
kleinwagen;ford;3000.0
kombi;volvo;2950.0
limousine;volkswagen;2650.0
kleinwagen;renault;999.0
limousine;bmw;8500.0
suv;suzuki;7400.0
bus;opel;6000.0
kleinwagen;volkswagen;3499.0
kleinwagen;smart;2200.0
bus;volkswagen;7000.0
limousine;alfa_romeo;1499.0
kombi;opel;2750.0
bus;volkswagen;3200.0
;bmw;6999.0
kombi;audi;500.0
limousine;volkswagen;21290.0
kleinwagen;mitsubishi;3445.0
limousine;mercedes_benz;4800.0
kleinwagen;peugeot;300.0
limousine;volkswagen;890.0
;mercedes_benz;1700.0
kleinwagen;honda;899.0
limousine;bmw;21500.0
;volkswagen;1000.0
kleinwagen;peugeot;800.0
limousine;volkswagen;7700.0
;opel;250.0
cabrio;mercedes_benz;6000.0
kombi;volkswagen;2350.0
;opel;550.0
kombi;ford;1300.0
kombi;volkswagen;2300.0
bus;volkswagen;3750.0
limousine;audi;8900.0
coupe;ford;16500.0
kleinwagen;smart;1111.0
limousine;mercedes_benz;2000.0
limousine;opel;3999.0
coupe;audi;3999.0
coupe;peugeot;15500.0
limousine;bmw;1150.0
kombi;audi;6500.0
;volkswagen;1100.0
bus;volkswagen;6700.0
kleinwagen;renault;1200.0
bus;seat;7500.0
limousine;seat;7200.0
limousine;bmw;24500.0
coupe;porsche;17900.0
bus;volkswagen;3400.0
kombi;audi;11200.0
kleinwagen;volkswagen;1800.0
limousine;volkswagen;3990.0
limousine;audi;5400.0
limousine;bmw;6200.0
bus;volkswagen;5999.0
